category,year,season,month,clicks,ttl_cat_clicks,month_min_clicks,min_cat_clicks,max_cat_clicks,month_max_clicks,avg_cat_clicks,std_cat_clicks,co_var_cat,mnth_ranking
stylus,2021,Winter,12,111847,787384,6,35969,126711,11,65615.33333333333,32118.907853427547,48.95030813950126,2.0
sun care,2021,Winter,1,29003,822477,12,26556,180883,6,68539.75,48369.255934519926,70.57110061609492,11.0
sun care,2021,Winter,2,41475,822477,12,26556,180883,6,68539.75,48369.255934519926,70.57110061609492,7.0
sun care,2021,Spring,3,61719,822477,12,26556,180883,6,68539.75,48369.255934519926,70.57110061609492,6.0
sun care,2021,Spring,4,108127,822477,12,26556,180883,6,68539.75,48369.255934519926,70.57110061609492,3.0
sun care,2021,Spring,5,107649,822477,12,26556,180883,6,68539.75,48369.255934519926,70.57110061609492,4.0
sun care,2021,Summer,6,180883,822477,12,26556,180883,6,68539.75,48369.255934519926,70.57110061609492,1.0
sun care,2021,Summer,7,109965,822477,12,26556,180883,6,68539.75,48369.255934519926,70.57110061609492,2.0
sun care,2021,Summer,8,62771,822477,12,26556,180883,6,68539.75,48369.255934519926,70.57110061609492,5.0
sun care,2021,Autumn,9,36280,822477,12,26556,180883,6,68539.75,48369.255934519926,70.57110061609492,8.0
sun care,2021,Autumn,10,29019,822477,12,26556,180883,6,68539.75,48369.255934519926,70.57110061609492,10.0
sun care,2021,Autumn,11,29030,822477,12,26556,180883,6,68539.75,48369.255934519926,70.57110061609492,9.0
sun care,2021,Winter,12,26556,822477,12,26556,180883,6,68539.75,48369.255934519926,70.57110061609492,12.0
thermos flasks,2021,Winter,1,97556,733768,9,34906,97556,1,61147.333333333336,19172.446902845346,31.35451025857548,1.0
thermos flasks,2021,Winter,2,71466,733768,9,34906,97556,1,61147.333333333336,19172.446902845346,31.35451025857548,4.0
thermos flasks,2021,Spring,3,69490,733768,9,34906,97556,1,61147.333333333336,19172.446902845346,31.35451025857548,5.0
thermos flasks,2021,Spring,4,62478,733768,9,34906,97556,1,61147.333333333336,19172.446902845346,31.35451025857548,6.0
thermos flasks,2021,Spring,5,60367,733768,9,34906,97556,1,61147.333333333336,19172.446902845346,31.35451025857548,7.0
thermos flasks,2021,Summer,6,38511,733768,9,34906,97556,1,61147.333333333336,19172.446902845346,31.35451025857548,11.0
thermos flasks,2021,Summer,7,51533,733768,9,34906,97556,1,61147.333333333336,19172.446902845346,31.35451025857548,8.0
thermos flasks,2021,Summer,8,44184,733768,9,34906,97556,1,61147.333333333336,19172.446902845346,31.35451025857548,10.0
thermos flasks,2021,Autumn,9,34906,733768,9,34906,97556,1,61147.333333333336,19172.446902845346,31.35451025857548,12.0
thermos flasks,2021,Autumn,10,44432,733768,9,34906,97556,1,61147.333333333336,19172.446902845346,31.35451025857548,9.0
thermos flasks,2021,Autumn,11,77099,733768,9,34906,97556,1,61147.333333333336,19172.446902845346,31.35451025857548,3.0
thermos flasks,2021,Winter,12,81746,733768,9,34906,97556,1,61147.333333333336,19172.446902845346,31.35451025857548,2.0
thermostats,2021,Winter,1,139188,1049359,6,28530,198969,11,87446.58333333333,54278.32731638984,62.07026649570625,3.0
thermostats,2021,Winter,2,79307,1049359,6,28530,198969,11,87446.58333333333,54278.32731638984,62.07026649570625,6.0
thermostats,2021,Spring,3,71436,1049359,6,28530,198969,11,87446.58333333333,54278.32731638984,62.07026649570625,7.0
thermostats,2021,Spring,4,48153,1049359,6,28530,198969,11,87446.58333333333,54278.32731638984,62.07026649570625,8.0
thermostats,2021,Spring,5,46645,1049359,6,28530,198969,11,87446.58333333333,54278.32731638984,62.07026649570625,9.0
thermostats,2021,Summer,6,28530,1049359,6,28530,198969,11,87446.58333333333,54278.32731638984,62.07026649570625,12.0
thermostats,2021,Summer,7,38422,1049359,6,28530,198969,11,87446.58333333333,54278.32731638984,62.07026649570625,10.0
thermostats,2021,Summer,8,36305,1049359,6,28530,198969,11,87446.58333333333,54278.32731638984,62.07026649570625,11.0
thermostats,2021,Autumn,9,85006,1049359,6,28530,198969,11,87446.58333333333,54278.32731638984,62.07026649570625,5.0
thermostats,2021,Autumn,10,141161,1049359,6,28530,198969,11,87446.58333333333,54278.32731638984,62.07026649570625,2.0
thermostats,2021,Autumn,11,198969,1049359,6,28530,198969,11,87446.58333333333,54278.32731638984,62.07026649570625,1.0
thermostats,2021,Winter,12,136237,1049359,6,28530,198969,11,87446.58333333333,54278.32731638984,62.07026649570625,4.0
toy vehicles,2021,Winter,1,55645,823536,6,25911,200438,12,68628.0,59480.5381983354,86.67094800713325,4.0
toy vehicles,2021,Winter,2,34903,823536,6,25911,200438,12,68628.0,59480.5381983354,86.67094800713325,11.0
toy vehicles,2021,Spring,3,45310,823536,6,25911,200438,12,68628.0,59480.5381983354,86.67094800713325,6.0
toy vehicles,2021,Spring,4,42660,823536,6,25911,200438,12,68628.0,59480.5381983354,86.67094800713325,8.0
toy vehicles,2021,Spring,5,35524,823536,6,25911,200438,12,68628.0,59480.5381983354,86.67094800713325,10.0
toy vehicles,2021,Summer,6,25911,823536,6,25911,200438,12,68628.0,59480.5381983354,86.67094800713325,12.0
toy vehicles,2021,Summer,7,37425,823536,6,25911,200438,12,68628.0,59480.5381983354,86.67094800713325,9.0
toy vehicles,2021,Summer,8,42730,823536,6,25911,200438,12,68628.0,59480.5381983354,86.67094800713325,7.0
toy vehicles,2021,Autumn,9,46066,823536,6,25911,200438,12,68628.0,59480.5381983354,86.67094800713325,5.0
toy vehicles,2021,Autumn,10,70216,823536,6,25911,200438,12,68628.0,59480.5381983354,86.67094800713325,3.0
toy vehicles,2021,Autumn,11,186708,823536,6,25911,200438,12,68628.0,59480.5381983354,86.67094800713325,2.0
toy vehicles,2021,Winter,12,200438,823536,6,25911,200438,12,68628.0,59480.5381983354,86.67094800713325,1.0
tracksuits,2021,Winter,1,75444,908321,6,53258,97270,11,75693.41666666667,13233.028695161574,17.482403725328258,7.0
tracksuits,2021,Winter,2,58523,908321,6,53258,97270,11,75693.41666666667,13233.028695161574,17.482403725328258,11.0
tracksuits,2021,Spring,3,76065,908321,6,53258,97270,11,75693.41666666667,13233.028695161574,17.482403725328258,6.0
tracksuits,2021,Spring,4,69926,908321,6,53258,97270,11,75693.41666666667,13233.028695161574,17.482403725328258,9.0
tracksuits,2021,Spring,5,92055,908321,6,53258,97270,11,75693.41666666667,13233.028695161574,17.482403725328258,2.0
tracksuits,2021,Summer,6,53258,908321,6,53258,97270,11,75693.41666666667,13233.028695161574,17.482403725328258,12.0
tracksuits,2021,Summer,7,62004,908321,6,53258,97270,11,75693.41666666667,13233.028695161574,17.482403725328258,10.0
tracksuits,2021,Summer,8,83347,908321,6,53258,97270,11,75693.41666666667,13233.028695161574,17.482403725328258,4.0
tracksuits,2021,Autumn,9,74192,908321,6,53258,97270,11,75693.41666666667,13233.028695161574,17.482403725328258,8.0
tracksuits,2021,Autumn,10,81922,908321,6,53258,97270,11,75693.41666666667,13233.028695161574,17.482403725328258,5.0
tracksuits,2021,Autumn,11,97270,908321,6,53258,97270,11,75693.41666666667,13233.028695161574,17.482403725328258,1.0
tracksuits,2021,Winter,12,84315,908321,6,53258,97270,11,75693.41666666667,13233.028695161574,17.482403725328258,3.0
trekking sandals,2021,Winter,1,25950,694350,12,14641,143488,6,57862.5,45773.24940796356,79.10693351991974,9.0
trekking sandals,2021,Winter,2,27396,694350,12,14641,143488,6,57862.5,45773.24940796356,79.10693351991974,8.0
trekking sandals,2021,Spring,3,37768,694350,12,14641,143488,6,57862.5,45773.24940796356,79.10693351991974,7.0
trekking sandals,2021,Spring,4,54527,694350,12,14641,143488,6,57862.5,45773.24940796356,79.10693351991974,5.0
trekking sandals,2021,Spring,5,59149,694350,12,14641,143488,6,57862.5,45773.24940796356,79.10693351991974,4.0
trekking sandals,2021,Summer,6,143488,694350,12,14641,143488,6,57862.5,45773.24940796356,79.10693351991974,1.0
trekking sandals,2021,Summer,7,138626,694350,12,14641,143488,6,57862.5,45773.24940796356,79.10693351991974,2.0
trekking sandals,2021,Summer,8,104221,694350,12,14641,143488,6,57862.5,45773.24940796356,79.10693351991974,3.0
trekking sandals,2021,Autumn,9,45447,694350,12,14641,143488,6,57862.5,45773.24940796356,79.10693351991974,6.0
trekking sandals,2021,Autumn,10,25002,694350,12,14641,143488,6,57862.5,45773.24940796356,79.10693351991974,10.0
trekking sandals,2021,Autumn,11,18135,694350,12,14641,143488,6,57862.5,45773.24940796356,79.10693351991974,11.0
trekking sandals,2021,Winter,12,14641,694350,12,14641,143488,6,57862.5,45773.24940796356,79.10693351991974,12.0
turntable,2021,Winter,1,75621,643784,8,35788,86713,12,53648.666666666664,18823.30370159352,35.08624700507037,3.0
turntable,2021,Winter,2,50105,643784,8,35788,86713,12,53648.666666666664,18823.30370159352,35.08624700507037,6.0
turntable,2021,Spring,3,54665,643784,8,35788,86713,12,53648.666666666664,18823.30370159352,35.08624700507037,5.0
turntable,2021,Spring,4,40996,643784,8,35788,86713,12,53648.666666666664,18823.30370159352,35.08624700507037,8.0
turntable,2021,Spring,5,42231,643784,8,35788,86713,12,53648.666666666664,18823.30370159352,35.08624700507037,7.0
turntable,2021,Summer,6,36853,643784,8,35788,86713,12,53648.666666666664,18823.30370159352,35.08624700507037,10.0
turntable,2021,Summer,7,35892,643784,8,35788,86713,12,53648.666666666664,18823.30370159352,35.08624700507037,11.0
turntable,2021,Summer,8,35788,643784,8,35788,86713,12,53648.666666666664,18823.30370159352,35.08624700507037,12.0
turntable,2021,Autumn,9,40316,643784,8,35788,86713,12,53648.666666666664,18823.30370159352,35.08624700507037,9.0
turntable,2021,Autumn,10,61640,643784,8,35788,86713,12,53648.666666666664,18823.30370159352,35.08624700507037,4.0
turntable,2021,Autumn,11,82964,643784,8,35788,86713,12,53648.666666666664,18823.30370159352,35.08624700507037,2.0
turntable,2021,Winter,12,86713,643784,8,35788,86713,12,53648.666666666664,18823.30370159352,35.08624700507037,1.0
umbrellas,2021,Winter,1,12612,737030,12,8408,160126,6,61419.166666666664,53278.747391488665,86.74612548985306,9.0
umbrellas,2021,Winter,2,30561,737030,12,8408,160126,6,61419.166666666664,53278.747391488665,86.74612548985306,7.0
umbrellas,2021,Spring,3,72388,737030,12,8408,160126,6,61419.166666666664,53278.747391488665,86.74612548985306,5.0
umbrellas,2021,Spring,4,128953,737030,12,8408,160126,6,61419.166666666664,53278.747391488665,86.74612548985306,2.0
umbrellas,2021,Spring,5,85116,737030,12,8408,160126,6,61419.166666666664,53278.747391488665,86.74612548985306,4.0
umbrellas,2021,Summer,6,160126,737030,12,8408,160126,6,61419.166666666664,53278.747391488665,86.74612548985306,1.0
umbrellas,2021,Summer,7,122059,737030,12,8408,160126,6,61419.166666666664,53278.747391488665,86.74612548985306,3.0
umbrellas,2021,Summer,8,68812,737030,12,8408,160126,6,61419.166666666664,53278.747391488665,86.74612548985306,6.0
umbrellas,2021,Autumn,9,26678,737030,12,8408,160126,6,61419.166666666664,53278.747391488665,86.74612548985306,8.0
umbrellas,2021,Autumn,10,11783,737030,12,8408,160126,6,61419.166666666664,53278.747391488665,86.74612548985306,10.0
umbrellas,2021,Autumn,11,9534,737030,12,8408,160126,6,61419.166666666664,53278.747391488665,86.74612548985306,11.0
umbrellas,2021,Winter,12,8408,737030,12,8408,160126,6,61419.166666666664,53278.747391488665,86.74612548985306,12.0
washer dryer,2021,Winter,1,77940,761006,6,46658,101180,11,63417.166666666664,15479.85568897576,24.409566845426863,2.0
washer dryer,2021,Winter,2,52697,761006,6,46658,101180,11,63417.166666666664,15479.85568897576,24.409566845426863,9.0
washer dryer,2021,Spring,3,64467,761006,6,46658,101180,11,63417.166666666664,15479.85568897576,24.409566845426863,5.0
washer dryer,2021,Spring,4,51927,761006,6,46658,101180,11,63417.166666666664,15479.85568897576,24.409566845426863,10.0
washer dryer,2021,Spring,5,54846,761006,6,46658,101180,11,63417.166666666664,15479.85568897576,24.409566845426863,8.0
washer dryer,2021,Summer,6,46658,761006,6,46658,101180,11,63417.166666666664,15479.85568897576,24.409566845426863,12.0
washer dryer,2021,Summer,7,49782,761006,6,46658,101180,11,63417.166666666664,15479.85568897576,24.409566845426863,11.0
washer dryer,2021,Summer,8,54857,761006,6,46658,101180,11,63417.166666666664,15479.85568897576,24.409566845426863,7.0
washer dryer,2021,Autumn,9,63418,761006,6,46658,101180,11,63417.166666666664,15479.85568897576,24.409566845426863,6.0
washer dryer,2021,Autumn,10,72819,761006,6,46658,101180,11,63417.166666666664,15479.85568897576,24.409566845426863,3.0
washer dryer,2021,Autumn,11,101180,761006,6,46658,101180,11,63417.166666666664,15479.85568897576,24.409566845426863,1.0
washer dryer,2021,Winter,12,70415,761006,6,46658,101180,11,63417.166666666664,15479.85568897576,24.409566845426863,4.0
